EmployeeNumber,TotalWorkingYears,PercentSalaryHike,NumCompaniesWorked,YearsAtCompany,MonthlyRate,HireDate,WorkLifeBalance,StandardHours,EmployeeCount,EducationField,BusinessTravel,OverTime,DistanceFromHome,HourlyRate,YearsInCurrentRole,PerformanceRating,DailyRate,Attrition,Gender,Over18,JobInvolvement,TrainingTimesLastYear,YearsSinceLastPromotion,ManagerComments,JobLevel,StockOptionLevel,Age,JobSatisfaction,Department,MonthlyIncome,EnvironmentSatisfaction,MaritalStatus,RelationshipSatisfaction,YearsWithCurrManager,Education,JobRole
127,8,16,1,2,3940,21/07/21,4,80,1,Life Sciences,Travel Frequently,N,5,98,2,3,1177,FALSE,M,Y,3,4,2,Top performer,3,3,28,4,research & development,10185,4,M,4,0,4,Research Scientist
128,,18,2,0,4367,13/11/07,3,80,1,Other,Travel_Rarely,yes,1 km,46,0,3,136,YES,M,Y,4,1,0,Remote worker,1,1,31,4,,3954,4,SINGLE,3,0,3,Healthcare Representative
129,22,23,2,1,13428,08/06/16,3,80,1,Life Sciences,Non-Travel,YES,27,68,1,3,1112,No,FEMALE,Y,4,2,1,Meets expectations,2,0,nan,4,Saless,7888,4,Divorsed,4,1,3,Sales Representative
130,1,17,5,1,26271,25/09/06,3,80,1,Marketing,Rarely,Y,10 km,70,1,3,1393,Yes,female,Y,2,3,1,Average,1,1,32,2,Research and Development,5515,2,Divorsed,2,0,2,Healthcare Representative
131,3,14,0,3,18631,16/10/07,4,80,1,Life Sciences,Travel Rarely,no,25 km,77,3,3,962,No,m,Y,3,3,3,Excellent team player,1,1,23,4,Saless,$2845.0,4,Single,4,0,2,Manager
132,2,14,,2,21887,03-28-2013,3,80,1,Medical,Travel Rarely,N,4,57,2,3,831,No,Female,Y,3,2,0,On PIP,5,0,37,3,Research & Development,17825,3,married,1,0,3,Research Scientist
133,8,15,2,1,18862,17/11/08,2,80,1,Technical Degree,Travel_Frequently,N,5,79,1,3,1351,0,M,Y,4,3,1,Average,2,3,27,2,Research & Development,nan,2,S,4,1,2,Laboratory Technician
134,16,20,,0,21144,11-15-2020,4,80,1,Medical,Travel Rarely,NO,18 km,30,0,4,909,TRUE,m,Y,3,1,0,Recently promoted,5,0,41.0 years,3,Research&Development,16973,3,Divorced,4,0,1,Laboratory Technician
135,14,15,4,10,14655,09-16-2009,4,80,1,Medical,Rarely,Yes,5,79,0,3,1124,NO,MALE,Y,3,3,3,New hire,1,0,28,3,Research and Development,nan,3,Divorced,1,0,4,Laboratory Technician
136,12,22,3,12,9968,11-22-2021,3,80,1,Life Sciences,Frequently,No,9,48,0,3,122,N,F,Y,3,1,0,Excellent team player,2,0,50,4,Research and Development,7209,,single,3,2,1,Manufacturing Director
137,4,11,3,3,18292,06-15-2016,3,80,1,Life Sciences,travel_rarely,No,2,88,2,3,895,No,female,Y,3,3,2,Key talent,1,0,29,3,Research & Development,3464,2,D,4,0,3,Research Scientist
138,1,23,,0,24324,01/01/11,3,80,1,Life Sciences,Frequently,No,4,97,0,4,595,Y,m,Y,4,2,0,Excellent team player,3,1,34.0 years,2,SALES,10571,3,M,3,0,3,Sales Representative
139,2,18,2,2,22836,13/06/10,2,80,1,Medical,travel_rarely,NO,1,96,2,3,999,no,Male,Y,2,3,2,,3,0,44,1,Sale,13437,3,Divorced,1,2,5,Sales Representative
140,13,20,1,0,16743,22/03/16,3,80,1,Life Sciences,Travel_Rarely,yes,1,70,0,3,524,TRUE,MALE,Y,4,1,0,High potential,1,2,25.0 years,1,R&D,2957,2,Married,4,0,3,Research Scientist
141,1,23,2,1,3368,10-30-2007,2,80,1,Life Sciences,travel_rarely,N,1,39,1,3,799,TRUE,m,Y,3,2,0,,4,0,39,4,research & development,16538,2,DIVORCED,3,1,1,Healthcare Representative
142,2,15,0,2,4226,29/08/07,3,80,1,Medical,travel_rarely,NO,1,57,1,4,117,No,M,Y,3,2,0,,1,0,48,4,Research & Development,4610,,single,2,1,3,Laboratory Technician
143,5,13,3,1,13688,07/08/09,3,80,1,Medical,Travel_Frequently,No,29 km,63,1,3,726,No,Female,Y,3,4,1,Average,2,1,22,4,SALES,8053,4,MARRIED,1,1,4,Manager
144,0,13,1,0,5612,19/09/04,1,80,1,Medical,travel_rarely,Yes,2,68,0,3,1162,TRUE,M,Y,2,3,0,Top performer,5,0,38.0 years,2,H.R.,15369,4,Single,4,0,5,Human Resources
145,2,14,1,2,23946,08/09/18,1,80,1,Life Sciences,Frequently,YES,8,85,2,3,1333,Y,M,Y,4,5,0,,4,1,39,2,R&D,$12843.0,2,Divorsed,1,2,3,Research Scientist
146,1,22,3,1,14199,29/04/21,2,80,1,Life Sciences,Travel_Rarely,N,14 km,81,0,4,310,NO,male,Y,1,5,0,Excellent team player,5,2,44,4,Saless,16245,2,Divorced,4,1,3,Sales Executive
147,30,17,1,19,12034,03/06/21,3,80,1,Human Resources,Travel Rarely,NO,6,32,2,3,664,no,female,Y,2,3,4,,1,1,25.0 years,4,Research & Development,3431,4,D,4,0,4,Research Scientist
148,2,15,3,0,13569,24/04/07,2,80,1,Life Sciences,travel_rarely,N,1,52,0,3,1071,FALSE,F,Y,2,4,0,Needs improvement,1,1,25,1,Research and Development,4686,2,D,2,0,2,Research Director
149,19,11,2,0,3059,09-13-2019,2,80,1,Technical Degree,Rarely,YES,10,46,0,3,1404,YES,MALE,Y,2,3,0,Remote worker,1,2,41,,Research&Development,4389,,SINGLE,3,0,3,Research Scientist
150,1,24,3,1,20028,25/04/21,4,80,1,Technical Degree,Travel Rarely,no,7,55,1,3,232,N,female,Y,3,3,0,Recently promoted,2,3,39,2,Research&Development,10776,2,Married,4,1,3,Manufacturing Director
151,20,22,4,15,15115,01-23-2021,3,80,1,Marketing,Travel_Rarely,No,10,47,0,3,548,0,male,Y,2,3,1,,3,0,39,4,R&D,9251,3,single,4,0,1,Laboratory Technician
152,9,23,0,9,23649,24/05/15,3,80,1,Life Sciences,Non-Travel,no,11,75,7,3,363,No,male,Y,3,2,3,,1,1,40,1,R&D,5154,4,S,3,5,3,Laboratory Technician
153,18,15,0,4,20195,19/11/23,3,80,1,Marketing,Travel_Rarely,YES,29,99,1,3,210,0,male,Y,3,2,1,Flight risk,3,0,30,4,SALES,11371,4,S,4,0,2,Sales Executive
154,20,24,1,0,4193,08/09/10,2,80,1,Marketing,Rarely,no,6,60,0,3,949,FALSE,Male,Y,4,3,0,Needs improvement,1,0,39,,R&D,3394,4,Married,2,0,3,Laboratory Technician
155,9,15,5,0,18551,02/12/04,2,80,1,Medical,Travel Rarely,N,3 km,38,0,3,1361,Y,M,Y,2,3,0,Good performer,1,0,39,3,Research&Development,6030,4,single,3,0,5,Laboratory Technician
156,24,16,3,7,18128,02/06/14,3,80,1,Life Sciences,Travel_Rarely,NO,8,64,1,3,1000,N,Female,Y,2,2,6,Key talent,3,3,30.0 years,2,Research&Development,10402,4,SINGLE,1,1,2,Research Scientist
157,8,24,1,4,25826,09-25-2015,3,80,1,Life Sciences,Frequently,N,1,89,4,3,858,N,f,Y,2,1,2,On PIP,2,1,53,3,Research & Development,4261,3,single,3,0,4,Healthcare Representative
158,12,17,2,3,6182,20/01/06,3,80,1,Life Sciences,Rarely,no,18,92,3,3,960,N,f,Y,4,3,3,Transferred from other dept,3,0,41,3,Research&Development,11989,1,Single,3,3,1,Research Scientist
159,5,15,4,3,26729,12/01/09,3,80,1,Medical,Travel Rarely,Yes,1,81,3,3,996,FALSE,m,Y,3,5,3,Key talent,1,0,26,4,Research and Development,3324,3,Divorsed,4,0,3,Laboratory Technician
160,24,23,,6,20928,09/12/18,3,80,1,,Travel_Rarely,NO,3,77,1,3,961,No,Male,Y,3,2,0,Flight risk,3,3,42.0 years,1,research & development,9428,2,married,4,1,1,Laboratory Technician
161,17,21,1,9,5868,18/09/23,1,80,1,Life Sciences,Travel_Rarely,N,13,90,0,3,1296,0,F,Y,3,3,0,Average,1,0,28,4,Research & Development,6031,4,Divorsed,4,1,5,Research Scientist
162,1,24,2,1,10506,03/08/13,4,80,1,Medical,travel_rarely,no,7,53,1,3,292,no,m,Y,2,6,1,Meets expectations,1,0,nan,1,Research & Development,4479,3,married,2,1,4,Research Director
163,8,12,3,1,7950,08-13-2005,3,80,1,Life Sciences,Travel_Rarely,YES,4,87,1,3,614,Yes,male,Y,2,2,0,On PIP,3,2,47.0 years,2,Research and Development,12376,4,Single,3,1,3,Laboratory Technician
164,22,24,1,5,10914,21/02/05,4,80,1,Medical,Travel Rarely,No,5,93,1,3,889,N,m,Y,4,4,1,Meets expectations,4,1,29,3,SALES,$15815.0,4,DIVORCED,2,4,4,Sales Executive
165,15,12,3,12,16141,01/09/08,4,80,1,Technical Degree,Rarely,NO,15,59,0,3,1067,FALSE,FEMALE,Y,2,4,3,High potential,1,0,45,1,sales,4032,2,married,2,12,3,Sales Executive
166,32,23,0,2,13537,06/06/10,2,80,1,Life Sciences,Travel Frequently,No,3,58,0,3,183,Y,male,Y,4,2,2,Meets expectations,1,0,40,,Research & Development,6189,4,Single,2,0,5,Laboratory Technician
167,2,14,3,1,18154,02/03/07,4,80,1,Life Sciences,Travel_Rarely,no,16,39,1,3,897,No,male,Y,4,1,0,Exceeded expectations,2,3,44,4,R&D,6866,4,single,3,1,4,Laboratory Technician
168,4,11,1,1,4309,12/12/05,4,80,1,Life Sciences,Rarely,Y,1 km,68,1,3,179,0,female,Y,3,2,1,On PIP,1,3,54,4,Research&Development,8349,4,Single,4,0,4,Manufacturing Director
169,7,17,0,1,8630,24/02/23,4,80,1,Medical,Travel Rarely,YES,11,84,0,3,1332,1,m,Y,4,2,1,Flight risk,3,0,34,2,,9960,4,SINGLE,3,1,3,Research Scientist
170,2,23,2,0,12693,28/12/16,3,80,1,Medical,Travel_Rarely,NO,15,57,0,3,621,NO,male,Y,1,5,0,Excellent team player,3,0,30,1,Research & Development,12539,2,M,4,0,2,Research Scientist
171,5,11,2,4,16778,22/06/08,4,80,1,Human Resources,Travel_Rarely,Y,1,47,0,3,1322,YES,MALE,Y,1,2,4,,1,0,nan,4,Research & Development,6265,4,MARRIED,4,4,3,Healthcare Representative
172,7,13,4,1,13525,11-27-2004,3,80,1,Life Sciences,Travel_Frequently,NO,4 km,70,1,3,333,FALSE,Male,Y,2,5,1,Flight risk,2,1,29,2,research & development,8474,3,S,3,1,2,Research Scientist
173,2,20,3,2,25070,11/03/13,4,80,1,Human Resources,travel_rarely,NO,1,94,2,3,343,NO,FEMALE,Y,2,2,2,Good performer,3,1,36,4,Sales,9994,4,S,4,2,3,Sales Representative
174,2,17,2,0,15416,30/01/19,3,80,1,Life Sciences,travel_rarely,NO,9,75,0,3,948,N,M,Y,2,5,0,Remote worker,1,0,40,2,Research&Development,$4772.0,,Divorsed,1,0,3,Research Scientist
175,1,21,2,0,20407,02-16-2008,4,80,1,Medical,travel_rarely,NO,6,89,0,3,492,No,male,Y,3,2,0,Excellent team player,2,2,39,3,R&D,4769,1,single,3,0,3,Healthcare Representative
176,,22,0,3,18733,08/08/22,3,80,1,Life Sciences,Rarely,N,8,38,0,3,108,FALSE,FEMALE,Y,1,3,3,Meets expectations,1,1,44,4,R&D,nan,4,Married,3,3,1,Laboratory Technician
177,4,22,1,3,10629,12/06/16,3,80,1,Technical Degree,Travel Rarely,no,1,74,1,3,712,FALSE,f,Y,3,1,1,Flight risk,2,1,37,4,Sale,8524,4,Divorced,2,0,2,Sales Representative
178,2,16,2,1,10360,05/11/07,4,80,1,Medical,Rarely,NO,1,89,1,3,906,No,F,Y,2,2,0,High potential,1,3,50,1,Saless,5200,,Single,3,1,3,Sales Executive
179,7,17,2,7,14011,06-28-2007,3,80,1,Medical,Rarely,N,1,57,2,4,814,NO,MALE,Y,1,2,7,Needs improvement,3,0,34,2,R&D,6540,4,SINGLE,3,7,5,Research Scientist
180,0,15,1,0,9953,11-15-2018,1,80,1,,Travel_Frequently,no,3,32,0,4,1276,0,male,Y,4,0,0,Remote worker,2,0,60,4,SALES,6101,4,MARRIED,4,0,3,Sales Executive
181,25,18,4,2,5301,09-28-2022,2,80,1,Life Sciences,Travel_Frequently,Y,6,80,2,3,209,NO,f,Y,3,2,1,Average,1,1,42,2,Research&Development,3877,1,SINGLE,4,0,3,Research Scientist
182,3,16,1,3,22502,07/07/06,4,80,1,Life Sciences,Frequently,No,15,37,0,3,933,Yes,female,Y,4,3,1,Transferred from other dept,3,2,29,1,,11437,4,MARRIED,4,0,4,Sales Executive
183,21,22,4,10,13227,12-26-2012,4,80,1,Technical Degree,Travel Rarely,no,8,99,0,4,365,N,M,Y,4,2,0,Key talent,1,0,27,1,Saless,5434,3,divorced,3,1,3,Sales Executive
184,6,14,1,2,8819,03-18-2017,3,80,1,Life Sciences,travel_rarely,no,4,88,1,3,1496,NO,MALE,Y,3,3,2,New hire,2,2,41,3,research & development,7744,4,single,1,1,2,Laboratory Technician
185,18,24,2,2,13782,02-18-2009,4,80,1,Life Sciences,Rarely,Yes,24,90,1,3,1275,FALSE,male,Y,4,3,2,Meets expectations,2,0,34,4,sales,8952,3,M,3,1,3,Sales Representative
186,2,21,1,2,4769,05/07/20,2,80,1,Medical,Rarely,no,10 km,87,2,3,1075,no,F,Y,2,4,0,,1,0,43,4,Research&Development,3460,3,M,2,2,2,Manufacturing Director
187,1,11,1,1,12492,19/08/11,2,80,1,,Travel Rarely,no,21,99,1,3,1054,yes,m,Y,3,4,0,High potential,4,0,41,2,R&D,14915,4,Single,2,1,5,Laboratory Technician
188,18,12,1,6,22883,12/06/14,3,80,1,Life Sciences,Travel Frequently,No,5,41,0,3,1006,0,MALE,Y,3,4,3,Exceeded expectations,3,3,36,1,Research and Development,11712,3,MARRIED,1,6,2,Laboratory Technician
189,2,22,4,1,20564,02/09/16,3,80,1,Life Sciences,Rarely,Y,2,38,1,3,1449,No,MALE,Y,3,2,0,Key talent,1,1,29,3,Sale,5566,3,single,3,0,3,Sales Executive
190,13,16,,8,5345,24/02/15,3,80,1,Life Sciences,Travel_Rarely,NO,1,78,2,4,771,Y,F,Y,3,2,5,Exceeded expectations,3,0,23,1,Research and Development,10726,3,M,3,0,1,Laboratory Technician
191,4,14,1,1,4665,15/08/07,3,80,1,Medical,Travel_Rarely,yes,10,46,1,3,275,FALSE,FEMALE,Y,4,3,1,Meets expectations,2,3,32,2,research & development,nan,3,Single,2,0,2,Healthcare Representative
192,13,13,0,13,26807,04-20-2008,2,80,1,Technical Degree,Rarely,N,1,83,3,3,624,no,m,Y,3,3,4,Meets expectations,4,1,44.0 years,4,Saless,14739,3,Married,2,1,4,Sales Executive
193,23,17,2,1,12784,03/12/08,4,80,1,Other,Travel_Rarely,N,2 km,73,1,3,1438,NO,f,Y,1,2,1,Transferred from other dept,1,2,38,2,research & development,3547,2,SINGLE,4,1,2,Research Scientist
194,39,17,4,10,14366,02/02/15,3,80,1,Medical,Travel Frequently,Yes,6,61,0,3,1190,FALSE,FEMALE,Y,3,3,1,New hire,2,0,25,3,Research & Development,$8372.0,3,DIVORCED,4,1,1,Manufacturing Director
195,4,12,0,2,20926,08-31-2016,4,80,1,Life Sciences,travel_frequently,Y,6,64,2,4,1051,N,male,Y,3,1,0,Meets expectations,2,0,38,4,R&D,9128,2,Single,3,2,3,Research Scientist
196,4,18,1,1,11325,11-26-2010,4,80,1,Technical Degree,Travel Rarely,No,7,78,0,3,1307,No,male,Y,3,2,1,Exceeded expectations,2,1,40,4,R&D,7117,3,MARRIED,2,1,1,Healthcare Representative
197,39,21,1,1,7440,09-15-2022,3,80,1,Medical,travel_frequently,N,1,83,1,3,1158,TRUE,m,Y,1,3,1,Recently promoted,2,2,29,3,Research & Development,9633,3,MARRIED,1,1,1,Healthcare Representative
198,19,11,2,9,26532,03/01/08,2,80,1,Life Sciences,Rarely,NO,3,45,0,3,604,FALSE,female,Y,4,2,1,Key talent,1,1,38,3,Research and Development,5573,3,M,2,4,4,Research Scientist
199,0,21,2,0,9110,28/03/09,4,80,1,Technical Degree,Rarely,Y,7,41,0,3,948,YES,M,Y,4,1,0,Recently promoted,3,1,37,3,Human Resources,7486,2,M,4,0,4,Human Resources
200,8,20,1,2,22264,01/11/20,1,80,1,Marketing,travel_rarely,N,28,37,0,3,1062,Y,Female,Y,4,2,0,Exceeded expectations,2,2,26,4,Saless,8449,1,M,3,2,4,Sales Executive
201,1,17,1,1,21121,05/02/13,2,80,1,Marketing,Travel_Rarely,Y,10,50,0,3,1199,Yes,FEMALE,Y,1,2,0,Remote worker,5,0,40,4,Research&Development,16390,,married,4,1,4,Laboratory Technician
202,40,20,6,16,20815,02/09/20,1,80,1,Medical,None,Yes,20,77,1,3,571,FALSE,M,Y,3,2,3,Top performer,1,1,42,4,R&D,5805,3,DIVORCED,3,2,3,Research Scientist
203,1,22,1,1,19771,11-17-2005,4,80,1,Life Sciences,travel_rarely,no,11,37,1,3,622,N,f,Y,3,2,1,,3,0,46,3,Research&Development,12416,3,S,4,1,1,Manufacturing Director
204,8,11,1,1,13495,06/06/07,4,80,1,Life Sciences,Travel_Rarely,No,7,57,1,3,979,TRUE,Male,Y,3,1,0,Key talent,4,0,46,1,R&D,14292,1,M,3,1,4,Laboratory Technician
205,10,23,3,10,11629,10-18-2015,4,80,1,Medical,travel_frequently,NO,1,39,4,3,1406,no,m,Y,1,2,1,Remote worker,3,0,24,4,Research & Development,13497,,Divorsed,1,0,4,Research Scientist
206,27,22,0,11,21749,04/01/11,3,80,1,Life Sciences,Rarely,Yes,8,81,0,3,373,no,Female,Y,3,2,0,Recently promoted,4,2,28.0 years,4,Research & Development,13731,4,Divorced,1,5,4,Research Scientist
207,18,24,1,1,17533,04-21-2006,1,80,1,Medical,Rarely,no,7,44,1,3,153,No,F,Y,4,2,1,High potential,3,2,41,4,Sales,11937,3,D,4,1,3,Sales Representative
208,2,13,1,2,20823,10/08/20,4,80,1,,Travel Rarely,NO,7,33,0,3,1178,no,Male,Y,4,2,1,Top performer,2,0,41,3,R&D,9207,1,Married,3,2,2,Research Scientist
209,8,13,4,1,13365,05/05/14,3,80,1,Marketing,travel_rarely,no,5,91,0,4,987,Yes,female,Y,3,4,0,,2,0,nan,3,Research & Development,7853,2,SINGLE,2,1,7,Healthcare Representative
210,30,20,1,0,14099,02-23-2020,3,80,1,Medical,Travel_Rarely,no,6,33,0,3,844,FALSE,F,Y,4,3,0,Recently promoted,1,0,nan,1,Sales,6168,4,Married,4,0,4,Sales Executive
211,13,24,1,8,3316,07/10/21,2,80,1,Marketing,None,NO,3,70,1,3,376,0,MALE,Y,4,3,8,New hire,2,3,42,4,SALES,7107,3,M,2,2,5,Sales Representative
212,11,12,3,7,7204,17/04/13,2,80,1,Marketing,Travel Rarely,yes,5,84,0,3,982,no,f,Y,3,3,1,Transferred from other dept,1,1,47,4,Research & Development,4366,2,married,4,6,2,Healthcare Representative
213,14,24,0,1,23388,29/09/22,4,80,1,Medical,Travel Rarely,No,1,57,1,3,731,Y,male,Y,3,2,0,On PIP,3,3,nan,2,Saless,9031,4,married,4,1,2,Sales Representative
214,3,20,5,0,15512,11/05/12,2,80,1,Life Sciences,Travel_Rarely,no,13,76,0,3,1348,N,MALE,Y,2,6,0,Meets expectations,2,2,42,4,R&D,$8362.0,2,DIVORCED,2,0,2,Laboratory Technician
215,13,23,1,1,2684,11/08/10,2,80,1,Life Sciences,Rarely,N,1,38,1,3,669,No,Male,Y,3,0,0,Meets expectations,2,0,34,2,SALES,8487,4,M,2,1,4,Sales Executive
216,2,15,4,2,8440,02/08/20,3,80,1,Life Sciences,Travel Frequently,No,1,31,2,3,1378,0,female,Y,1,2,0,Remote worker,1,0,43,3,research & development,6768,1,DIVORCED,3,2,2,Manufacturing Director
217,,14,2,5,13735,10/11/14,2,80,1,Life Sciences,Travel_Frequently,yes,4,96,3,3,275,FALSE,FEMALE,Y,1,2,3,Key talent,5,1,30,2,sales,18186,2,Married,4,3,1,Sales Executive
218,22,23,3,1,5087,03/04/21,1,80,1,Life Sciences,Travel_Rarely,Y,8,77,1,3,665,NO,M,Y,4,4,0,Good performer,1,0,34,3,H.R.,4572,3,MARRIED,1,1,5,Human Resources
219,0,16,3,0,11867,17/12/12,4,80,1,Life Sciences,travel_rarely,Yes,4,98,0,3,1269,N,Male,Y,4,5,0,Exceeded expectations,1,0,32.0 years,2,sales,3232,2,married,3,0,1,Manager
220,5,12,3,1,20497,07-20-2010,3,80,1,Medical,travel_frequently,NO,2,57,1,3,870,1,FEMALE,Y,2,4,1,Average,1,0,37,3,Saless,nan,1,MARRIED,1,1,4,Sales Executive
221,3,24,1,3,19341,04/12/09,4,80,1,Technical Degree,Rarely,No,6,43,0,3,361,N,Male,Y,3,2,0,,5,1,57,4,Research&Development,$18666.0,4,Single,2,0,3,Research Scientist
222,2,14,1,0,7778,09/07/06,3,80,1,Life Sciences,Travel Rarely,NO,3,75,0,3,630,No,FEMALE,Y,3,5,0,Flight risk,5,1,20,2,research & development,18132,,S,4,0,4,Research Scientist
223,18,22,1,4,18029,30/01/06,2,80,1,Medical,Travel Rarely,Yes,21,42,3,3,1494,Yes,f,Y,3,1,0,Remote worker,3,0,43,4,R&D,12626,4,DIVORCED,4,4,3,Laboratory Technician
224,11,17,2,1,10079,11-28-2021,3,80,1,Medical,travel_rarely,Y,20,45,1,3,990,NO,M,Y,2,3,1,Needs improvement,4,1,22,3,Sale,13682,2,Single,4,1,4,Sales Representative
225,1,11,3,1,24412,07/09/04,2,80,1,Life Sciences,Rarely,NO,5 km,69,1,3,1320,No,female,Y,4,5,1,,1,0,32.0 years,4,Sale,4300,4,married,1,1,4,Sales Executive
226,6,23,1,1,24084,08/05/15,2,80,1,Technical Degree,Travel Rarely,No,3,59,0,3,1047,NO,MALE,Y,3,4,1,Average,5,2,46,4,R&D,15894,4,M,4,1,1,Research Scientist
227,6,21,,2,5094,09/04/09,1,80,1,Medical,Travel_Rarely,NO,10,94,1,3,684,TRUE,Female,Y,1,2,0,,1,1,37,1,Sales,4916,2,MARRIED,3,1,1,Sales Executive
228,1,13,3,1,21191,29/08/23,1,80,1,Life Sciences,Travel_Rarely,no,1,87,1,4,914,No,F,Y,3,3,0,Remote worker,1,0,27,3,Sales,4882,3,MARRIED,3,0,2,Sales Representative
229,16,11,3,2,16821,25/01/22,3,80,1,Marketing,Travel_Rarely,No,5 km,77,2,3,1407,Y,female,Y,4,2,1,Transferred from other dept,1,1,nan,1,Human Resourses,5310,4,single,3,2,3,Human Resources
230,4,12,3,1,9582,14/07/09,1,80,1,Life Sciences,Travel_Rarely,No,3 km,78,0,3,401,Yes,Male,Y,4,1,0,Top performer,2,1,43.0 years,3,SALES,7806,1,MARRIED,4,0,4,Manager
231,14,19,,3,11012,27/06/12,2,80,1,Medical,travel_frequently,N,20,31,1,3,1255,no,F,Y,3,3,1,Remote worker,3,0,30,2,research & development,10799,4,married,4,2,3,Research Scientist
232,2,20,4,2,2887,04/10/10,4,80,1,Life Sciences,None,Y,1,43,2,3,1243,FALSE,Male,Y,2,2,0,Transferred from other dept,2,0,38.0 years,3,research & development,6834,4,married,3,0,3,Research Director
233,3,15,1,2,13920,29/01/11,2,80,1,Marketing,Travel_Rarely,N,6,46,2,3,1259,FALSE,M,Y,3,1,1,Average,5,3,37,4,research & development,18412,2,S,4,1,2,Research Scientist
234,1,23,2,0,8015,05/11/08,2,80,1,Medical,Travel_Rarely,NO,10,60,0,4,727,0,male,Y,4,3,0,Needs improvement,2,0,31.0 years,3,Research & Development,8114,4,married,4,0,4,Manufacturing Director
235,1,14,5,1,23808,07/02/06,3,80,1,Medical,No Travel,No,5,39,1,3,672,N,male,Y,3,3,1,Average,1,1,56,2,Research & Development,4738,1,single,1,1,5,Research Scientist
236,21,22,0,15,16530,23/04/15,4,80,1,Life Sciences,travel_rarely,NO,1,99,2,3,628,FALSE,Male,Y,4,1,2,Meets expectations,2,2,42,2,Sales,6878,3,single,3,6,2,Sales Executive
237,1,14,3,0,22377,06-18-2009,1,80,1,Medical,Travel Frequently,Yes,28 km,66,0,3,133,1,F,Y,1,0,0,Key talent,3,0,18,1,,9002,2,SINGLE,1,0,3,Sales Representative
238,1,18,2,1,21468,24/03/17,2,80,1,Marketing,No Travel,N,5,93,1,4,631,yes,FEMALE,Y,3,4,1,,3,0,38,4,research & development,12961,3,single,2,1,1,Healthcare Representative
239,28,22,4,5,19259,09/09/21,3,80,1,Medical,Travel Rarely,NO,7,59,1,3,1331,FALSE,male,Y,2,1,0,Needs improvement,2,2,31,1,Research and Development,8831,2,divorced,4,5,3,Laboratory Technician
240,10,13,3,0,14453,11-29-2007,3,80,1,Medical,Travel_Rarely,no,2 km,63,0,4,1422,0,FEMALE,Y,4,3,0,Exceeded expectations,2,0,44,4,Research & Development,5564,2,single,4,0,3,Manufacturing Director
241,1,22,2,1,23653,31/01/06,2,80,1,Medical,Non Travel,yes,5,47,0,3,1217,no,MALE,Y,1,5,0,Top performer,1,1,29,3,R&D,6144,4,divorced,2,1,2,Laboratory Technician
242,35,22,0,14,9508,10-30-2014,2,80,1,Technical Degree,Rarely,No,4,92,6,3,470,No,f,Y,3,3,3,Remote worker,2,1,35,3,R&D,nan,2,Divorsed,1,1,3,Healthcare Representative
243,1,14,3,0,22380,24/06/23,2,80,1,Medical,travel_rarely,NO,1,78,0,3,508,No,Female,Y,4,1,0,Key talent,5,2,41,1,,17186,3,MARRIED,3,0,3,Research Scientist
244,14,12,1,6,2556,02/08/05,2,80,1,Technical Degree,Travel_Rarely,NO,1,85,6,4,716,FALSE,Male,Y,3,2,0,High potential,1,3,44,3,R&D,7397,2,single,3,3,3,Laboratory Technician
245,0,16,1,0,23677,14/09/05,2,80,1,Marketing,travel_rarely,Yes,14,87,0,3,170,no,Female,Y,4,3,0,Flight risk,4,2,26,4,Research&Development,14325,2,Married,4,0,3,Laboratory Technician
246,9,22,4,1,10900,27/06/22,3,80,1,Medical,Non-Travel,No,2,56,1,3,183,N,M,Y,3,4,0,Recently promoted,2,1,33,,research & development,nan,3,Divorced,3,0,1,Laboratory Technician
247,7,19,2,1,2717,21/10/10,2,80,1,Life Sciences,Rarely,N,1,84,1,3,308,FALSE,male,Y,4,3,1,,1,2,nan,1,R&D,5547,1,Married,3,0,4,Healthcare Representative
248,2,22,3,2,5665,07-22-2005,3,80,1,Life Sciences,Rarely,No,5,48,2,3,358,Yes,female,Y,1,0,0,On PIP,5,3,31,4,research & development,nan,4,S,2,1,4,Research Scientist
249,10,14,0,7,15891,02-19-2021,3,80,1,Marketing,travel_frequently,Y,11,52,0,3,1362,Y,m,Y,3,1,3,Good performer,2,3,52,2,R&D,7095,3,Married,4,5,3,Research Scientist
250,9,21,3,0,12336,04/08/19,2,80,1,Life Sciences,Travel Frequently,YES,1,76,0,3,1425,0,m,Y,4,2,0,Good performer,1,2,40,3,Research and Development,5860,4,Divorsed,2,0,1,Laboratory Technician
251,16,16,0,1,17014,15/04/21,4,80,1,Medical,Non Travel,no,6,95,1,4,1355,No,m,Y,3,3,1,Transferred from other dept,1,0,25,3,Human Resourses,nan,2,Divorced,1,1,4,Human Resources
252,20,14,3,4,8547,26/06/10,4,80,1,Marketing,Travel_Rarely,yes,1,80,1,3,1031,no,FEMALE,Y,4,3,4,Excellent team player,1,1,45.0 years,4,R&D,6485,4,S,3,2,5,Research Scientist
253,7,24,3,2,7196,20/10/23,2,80,1,Life Sciences,non-travel,N,1,57,2,3,381,FALSE,Male,Y,3,0,2,,3,0,nan,2,Research & Development,9682,3,MARRIED,2,2,2,Laboratory Technician
254,6,12,3,3,20403,19/12/05,2,80,1,Medical,Travel Rarely,Yes,1,86,1,3,493,TRUE,M,Y,3,4,1,New hire,2,0,46,1,Sale,6522,1,SINGLE,4,0,3,Manager
